masked.ip.id,age,gender,ethnicity,hispanic,SubjectId,Captcha1,Captcha2,Consent,UseData,BlackSuspect,RaceCheck,GenderCheck,WeaponCheck,PrintCheck,WhiteSuspect,RaceCheck_w,GenderCheck_w,WeaponCheck_w,PrintCheck_w,Masculine_1,Masculine_2,Masculine_3,Masculine_4,Masculine_5,Feminine_7,Feminine_8,Feminine_9,Feminine_10,SuspectPain_1,SuspectPain_2,SuspectPain_3,SuspectFault_1,SuspectFault_2,SuspectFault_3,OfficerFault_1,OfficerFault_2,OfficerFault_3,BeneSexism_1,BeneSexism_2,BeneSexism_3,BeneSexism_4,BeneSexism_5,HostSexism_1,HostSexism_2,HostSexism_3,HostSexism_4,HostSexism_5,HostSexism_6
569,29,2,1,1,9679,1,Cap,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,60,50,0,58,50,0,0,0,0,59,90,48,75,75,75,25,25,25,1,1,6,6,4,5,3,2,1,2,1
570,62,1,1,1,8881,1,CAP,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,77,93,74,89,92,8,13,9,11,73,81,23,80,84,66,52,35,34,4,2,4,5,5,3,5,4,3,3,3
571,53,1,2,1,6120,1,CAP,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,71,70,70,51,71,30,33,30,31,63,81,81,71,71,64,61,30,51,3,3,3,3,3,3,3,3,3,3,3
572,81,1,1,1,7872,1,cap,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,69,72,74,67,68,52,51,57,56,67,63,38,71,70,74,32,31,25,4,4,4,4,4,5,5,5,5,5,5
573,71,1,1,1,3507,1,Cap,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,78,87,68,89,68,20,24,17,24,71,81,59,80,88,85,33,29,27,4,3,4,4,3,4,4,4,4,4,4
574,53,1,1,1,3931,1,CAP,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,100,100,100,100,100,1,0,0,0,100,100,100,100,100,100,14,0,0,NA,NA,NA,NA,NA,6,4,3,2,1,4
575,50,1,1,1,5148,1,Cap,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,33,32,72,22,39,26,19,23,28,41,37,48,81,88,78,51,26,30,3,3,3,4,3,3,4,3,3,3,3
576,59,1,1,1,9962,1,CAP,1,1,NA,NA,NA,NA,NA,1,0,1,1,1,40,61,64,38,59,62,66,66,68,88,75,76,64,63,61,54,30,28,3,3,3,2,2,3,3,3,2,2,3
577,35,1,1,1,8752,1,CAP,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,94,89,46,62,58,1,58,1,3,84,95,90,79,95,95,89,95,96,3,4,6,5,6,4,4,5,4,4,3
578,55,1,1,1,8393,1,CAP,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,83,77,72,56,68,13,13,18,16,45,96,36,69,76,57,26,26,13,2,1,1,2,1,5,5,6,5,2,4
579,74,1,1,14,7574,1,CAP,1,1,1,1,1,0,1,NA,NA,NA,NA,NA,1,1,47,0,0,52,50,52,87,47,48,55,27,28,25,62,63,60,5,5,3,1,6,2,1,1,3,1,1
580,39,1,15,2,2999,1,CAP,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,72,99,30,62,38,9,37,4,30,83,99,38,100,100,100,0,0,0,3,2,6,4,5,3,3,6,4,5,6
581,26,1,1,1,1095,1,CAP,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,81,82,87,85,30,17,10,14,14,70,81,77,100,100,66,76,69,10,4,1,4,4,4,4,4,4,3,5,3
582,62,1,1,1,9258,1,CAP,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,72,75,51,60,72,31,50,51,39,61,81,70,71,72,72,51,41,41,4,3,4,3,3,3,1,3,3,2,3
583,49,1,1,1,6336,1,CAP,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,61,71,75,66,56,23,21,21,15,70,81,31,72,43,61,63,32,35,4,1,3,4,2,4,3,3,2,4,2
584,29,1,1,15,7017,1,Cap,1,1,1,1,1,0,1,NA,NA,NA,NA,NA,64,83,17,50,43,15,66,37,1,24,61,81,85,90,100,33,23,0,6,5,6,1,6,1,6,5,5,6,6
585,72,1,1,1,9182,1,Cap,1,0,1,1,1,1,1,NA,NA,NA,NA,NA,37,85,38,74,34,79,62,45,36,22,42,65,88,80,57,79,27,34,6,5,6,6,5,4,5,2,2,3,5
586,64,1,1,1,3013,1,CAP,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,73,80,70,71,71,18,14,18,51,60,72,61,100,81,100,9,9,0,6,6,6,5,4,3,3,4,3,4,4
587,55,1,1,1,6470,1,CAP,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,64,96,77,59,65,0,9,10,10,94,95,74,89,82,97,14,6,0,5,1,5,5,3,4,2,4,4,2,3
588,52,1,1,1,2629,1,Cap,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,38,13,24,30,32,43,46,43,30,48,77,58,0,0,0,0,100,100,4,3,5,1,1,2,4,3,2,1,2
589,52,1,1,1,1465,1,CAP,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,100,100,100,100,50,0,0,0,0,50,50,50,100,100,100,0,0,0,6,4,4,4,2,2,2,2,2,2,1
590,47,1,1,1,6622,1,CAP,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,72,87,79,60,61,19,13,14,27,69,75,61,82,87,66,71,62,54,5,5,5,4,4,4,3,3,3,4,4
591,32,2,1,1,4291,1,CAP,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,51,40,46,56,60,25,40,20,30,20,95,40,80,60,53,70,50,60,1,5,2,2,4,3,3,4,4,3,2
592,26,1,15,2,8873,1,cap,1,1,NA,NA,NA,NA,NA,1,1,1,0,1,59,64,27,81,70,87,61,56,70,68,14,68,74,14,41,69,89,32,3,5,3,2,4,2,5,4,3,6,4
593,52,1,1,1,1863,1,CAP,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,86,100,71,67,57,0,0,0,0,63,70,56,67,67,71,35,34,36,4,4,4,3,4,4,3,4,4,3,3
594,49,1,1,1,5744,1,Cap,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,80,80,50,50,50,0,0,0,40,60,70,60,70,70,100,40,40,0,4,4,6,2,3,4,4,3,3,3,2
595,33,1,4,1,6235,1,Cap,1,0,1,1,1,1,1,NA,NA,NA,NA,NA,84,89,40,44,64,33,70,35,85,70,94,86,91,88,92,21,43,17,6,3,6,5,6,5,5,5,2,2,4
596,36,1,2,1,1135,1,CAP,1,1,1,1,0,1,1,NA,NA,NA,NA,NA,85,87,89,85,94,72,82,89,84,88,89,88,31,76,78,78,88,88,6,5,6,6,5,5,6,6,5,5,6
597,25,1,8,1,4861,1,CAP,1,1,1,1,1,0,1,NA,NA,NA,NA,NA,30,30,59,40,60,30,49,53,60,81,70,60,40,60,40,40,55,40,4,5,5,3,4,4,4,5,5,5,4
598,78,1,1,1,4151,1,CAP,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,51,78,74,81,79,23,24,29,22,83,84,51,81,86,85,18,18,1,5,2,4,1,2,5,2,3,6,2,2
599,82,1,1,1,3239,1,CAP,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,100,100,100,100,100,0,0,0,0,100,100,32,100,100,100,100,100,100,6,6,6,6,6,6,6,6,2,3,4
600,35,2,7,1,9475,1,CAP,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,77,30,77,13,80,79,79,36,74,85,4,22,81,70,83,75,88,29,4,4,6,5,3,5,1,5,4,3,4
601,50,1,1,1,4650,1,cap,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,87,90,69,84,85,39,36,47,18,66,86,61,78,84,88,31,27,28,1,2,4,2,1,2,3,3,1,2,1
602,55,1,1,1,4571,1,Cap,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,100,100,81,75,79,0,0,0,0,52,51,52,78,52,52,70,52,48,5,2,5,5,2,4,2,4,4,3,2
603,36,1,1,1,2860,1,CAP,1,1,NA,NA,NA,NA,NA,1,1,0,0,0,77,59,88,88,89,82,72,86,68,36,64,72,66,80,86,35,62,73,3,3,2,2,2,2,3,3,4,4,4
604,62,2,2,5,2867,1,CAP,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,30,25,27,21,35,30,24,17,33,72,51,39,51,52,51,62,72,65,4,3,4,5,3,4,3,3,2,3,3
605,40,2,2,14,1493,1,CAP,1,0,1,1,1,1,1,NA,NA,NA,NA,NA,33,64,31,32,40,65,39,31,32,40,85,88,75,38,73,79,62,72,3,4,5,3,4,2,4,5,2,5,4
606,35,2,16,2,5164,1,Cap,1,0,1,1,1,0,1,NA,NA,NA,NA,NA,86,100,89,86,0,0,0,0,0,80,100,70,81,78,73,57,62,47,6,3,2,2,6,1,6,4,1,1,1
607,59,1,1,1,3308,1,CAP,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,83,94,76,65,61,20,14,14,21,61,83,44,72,67,62,100,71,63,4,3,4,3,3,2,3,3,3,1,3
608,29,1,1,1,9676,1,CAP,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,45,56,25,25,32,35,58,35,59,67,100,51,39,38,28,100,100,85,6,6,5,4,5,4,4,3,5,5,3
609,59,2,1,1,4630,1,CAP,1,0,NA,NA,NA,NA,NA,1,1,1,0,1,0,0,0,0,0,100,100,100,100,0,0,0,0,0,0,100,100,100,6,6,6,6,6,6,6,6,1,1,6
610,57,2,2,1,1717,1,CAP,1,0,NA,NA,NA,NA,NA,1,1,1,1,0,54,53,53,53,53,54,54,53,58,55,55,54,53,53,53,53,55,53,4,4,4,4,4,4,4,4,4,4,4
611,50,1,1,1,6354,1,Cap,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,97,97,99,94,100,7,11,6,8,4,3,7,100,98,100,5,6,3,5,6,6,6,6,6,6,6,6,4,6
612,30,1,1,1,4990,1,CAP,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,33,100,100,30,51,0,0,0,0,52,100,80,100,100,100,50,30,0,6,6,6,6,6,3,3,4,5,4,3
613,52,1,1,1,2882,1,CAP,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,51,88,51,51,71,0,0,1,2,79,79,81,87,93,51,29,29,7,4,4,4,4,3,4,5,4,4,3,5
614,49,1,1,1,4056,1,CAP,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,75,75,75,75,75,0,0,0,0,10,75,10,100,100,100,0,0,0,6,6,6,6,6,1,1,1,1,1,1
615,75,1,1,1,9687,1,CAP,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,9,9,9,5,40,40,30,21,60,60,71,81,60,81,81,59,70,31,5,4,6,6,4,4,6,6,5,6,6
616,71,2,1,1,8514,1,CAP,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,29,95,100,84,74,0,0,0,0,71,73,20,100,100,100,46,45,0,3,4,5,4,4,3,3,2,2,2,1
617,50,1,4,1,6449,1,cap,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,89,69,77,87,81,83,91,75,87,70,75,80,83,88,90,76,83,80,4,5,5,5,5,4,3,4,2,2,2
618,63,1,1,1,8511,1,CAP,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,45,77,45,45,73,39,42,41,40,61,100,69,14,23,13,90,83,77,4,3,4,3,3,2,2,1,1,1,1
619,51,1,1,1,1462,1,cap,1,1,1,0,1,1,1,NA,NA,NA,NA,NA,65,66,28,27,27,13,27,51,51,63,65,50,61,58,10,29,30,50,4,4,4,3,4,1,6,4,4,4,4
620,24,1,1,1,5465,1,Cap,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,92,95,11,22,52,0,84,11,78,32,70,41,95,96,93,97,7,4,3,5,5,3,3,2,4,4,5,3,5
621,71,1,1,1,3087,1,CAP,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
622,45,2,1,1,6031,1,CAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
255,30,2,1,2,5504,1,cap,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
623,36,2,1,1,7236,1,Cap,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
624,20,2,2,1,8378,1,CAP,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,83,60,42,82,17,9,67,100,23,62,90,91,87,19,100,100,11,39,3,5,5,1,6,5,5,6,2,3,1
29,40,2,1,1,5842,1,Cap,1,NA,NA,NA,NA,NA,NA,1,0,1,1,1,100,100,68,50,55,0,0,0,0,0,1,1,80,100,100,35,0,0,3,5,4,4,2,NA,NA,NA,NA,NA,NA
625,20,2,15,2,8049,1,CAP,1,NA,1,1,1,1,1,NA,NA,NA,NA,NA,17,29,71,66,0,73,36,23,95,78,100,63,71,30,77,25,68,29,3,3,4,5,4,NA,NA,NA,NA,NA,NA
626,19,2,3,2,6562,1,CAP,1,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
627,73,2,1,1,4517,1,CAP,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
628,59,2,2,1,3097,1,CAP,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
255,30,2,1,2,3665,1,vuo,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
629,63,2,1,1,3744,1,CAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
630,68,2,1,1,7975,1,CAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
631,18,2,2,1,5084,1,CAP,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
632,51,1,2,1,4336,1,CAP,1,NA,1,1,1,1,1,NA,NA,NA,NA,NA,61,74,24,19,23,65,86,86,85,2,2,2,3,4,3,99,99,95,6,6,6,6,6,2,5,5,3,4,3
192,29,1,1,1,6111,1,cap,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
633,58,2,1,1,6639,1,Cap,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
634,59,2,1,1,1282,1,CAP,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
635,79,2,1,1,5772,1,CAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,21,1,1,1,2956,1,Cap,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
636,52,2,6,1,1331,1,CAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
637,18,2,2,1,5583,1,Dick,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
638,21,1,16,1,4115,1,Juju was so mad at him and,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
639,54,2,1,1,9170,1,CAP,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,39,1,1,14,1936,1,CAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
640,36,1,4,1,6284,1,cap,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
641,28,1,1,1,9786,1,Cap,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
642,83,1,1,1,2402,1,CAP,1,NA,1,1,1,1,1,NA,NA,NA,NA,NA,93,78,11,100,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
643,21,2,2,1,2433,1,Cap,1,NA,NA,NA,NA,NA,NA,1,0,1,0,1,95,85,75,100,65,7,15,100,61,84,95,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
644,67,1,1,1,4170,1,CAP,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
645,78,1,1,1,7803,1,cap,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
646,68,1,1,1,1538,1,CAP,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
647,62,2,1,1,1092,1,CAP,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
648,72,2,1,1,9887,1,CAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
649,60,2,1,1,6313,1,CAP,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
650,68,2,1,1,2497,1,Cap,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
651,48,2,1,1,2464,1,CAP,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
652,67,1,1,1,6310,1,CAP,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
653,75,1,1,1,6443,1,CAP,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
654,84,1,1,1,4949,1,Cap,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
655,78,1,1,1,6962,1,CAP,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
656,75,2,1,1,9747,1,CAP,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
657,54,2,1,1,7046,1,Cap,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,74,30,74,33,58,27,19,27,34,55,65,27,69,61,53,31,29,26,6,6,6,5,5,5,5,5,2,3,3
658,50,2,2,1,9389,1,Cap,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
659,38,2,1,1,6298,1,Cap,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
660,67,1,1,1,3755,1,CAP,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
661,64,2,1,1,3525,1,CAP,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
662,67,2,1,1,9256,1,CAP,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
663,30,2,1,1,7734,1,Cap,1,NA,1,1,1,1,1,NA,NA,NA,NA,NA,79,70,85,71,60,0,0,0,51,30,51,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
664,58,2,1,1,5628,1,CAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
665,50,2,1,1,7719,1,Cap,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
666,57,1,1,1,3299,1,Cap,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
667,41,2,16,1,4650,1,CAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,53,2,1,1,8833,1,CAP,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
668,56,1,1,1,5837,1,CAP,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,72,90,14,67,78,13,6,9,20,50,78,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
669,42,2,1,1,6676,1,cap,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
670,29,1,1,1,7603,1,CAP,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
671,25,2,1,1,5545,1,CAP,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
672,18,1,16,1,4752,1,CAP,1,NA,NA,NA,NA,NA,NA,1,0,1,0,0,38,88,45,99,58,22,54,58,51,0,90,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
